영역	사이즈	방향
102	0.03449074074074074	8.130102354155952
102	0.027561728395061727	45
102	0.03208333333333333	12.528807709151522
102	0.06790123456790123	12.528807709151522
102	0.030493827160493828	14.036243467926454
102	0.0023919753086419754	243.43494882292202
102	0.008796296296296297	296.565051177078
102	0.04007716049382716	26.565051177077976
102	0.052098765432098765	333.434948822922
102	0.03009259259259259	8.130102354155952
102	0.019660493827160494	20.55604521958344
102	0.015	104.03624346792651
102	0.025925925925925925	189.4623222080256
102	0.03111111111111111	45
102	0.049166666666666664	350.5376777919744
102	0.029907407407407407	345.96375653207355
102	0.027978395061728396	33.69006752597977
102	0.03148148148148148	348.69006752597977
102	0.03649691358024691	352.8749836510982
102	0.056450617283950615	9.462322208025626
102	0.0441358024691358	194.03624346792648
102	0.06416666666666666	171.86989764584405
102	0.10962962962962963	7.125016348901795
102	0.03532407407407408	351.86989764584405
102	0.054753086419753086	326.30993247402023
102	0.031435185185185184	45
102	0.03564814814814815	344.05460409907715
102	0.0020987654320987655	315
102	0.03271604938271605	354.8055710922652
102	0.03915123456790123	206.56505117707798
102	0.029691358024691358	11.30993247402023
102	0.033101851851851855	345.96375653207355
102	0.028148148148148148	18.434948822922024
102	0.03333333333333333	191.3099324740202
102	0.0032407407407407406	63.434948822922024
102	0.0362962962962963	19.98310652189997
102	0.03384259259259259	17.10272896905235
102	0.035833333333333335	30.963756532073546
102	0.03388888888888889	18.434948822922024
102	0.0724074074074074	201.80140948635182
102	0.03180555555555555	20.55604521958344
102	0.02854938271604938	30.963756532073546
102	0.046141975308641975	35.537677791974374
102	0.06481481481481481	315
102	0.03992283950617284	11.30993247402023
102	0.003935185185185185	296.565051177078
102	0.05549382716049383	11.30993247402023
102	0.04117283950617284	18.434948822922024
102	0.029320987654320986	161.56505117707798
102	0.026790123456790122	200.55604521958347
102	0.024660493827160495	191.3099324740202
102	0.04367283950617284	187.1250163489018
102	0.019012345679012346	189.4623222080256

영역	사이즈	방향
102	0.03449074074074074	8.130102354155952
102	0.027561728395061727	45
102	0.03208333333333333	12.528807709151522
102	0.06790123456790123	12.528807709151522
102	0.030493827160493828	14.036243467926454
102	0.0023919753086419754	243.43494882292202
102	0.008796296296296297	296.565051177078
102	0.04007716049382716	26.565051177077976
102	0.052098765432098765	333.434948822922
102	0.03009259259259259	8.130102354155952
102	0.019660493827160494	20.55604521958344
102	0.015	104.03624346792651
102	0.025925925925925925	189.4623222080256
102	0.03111111111111111	45
102	0.049166666666666664	350.5376777919744
102	0.029907407407407407	345.96375653207355
102	0.027978395061728396	33.69006752597977
102	0.03148148148148148	348.69006752597977
102	0.03649691358024691	352.8749836510982
102	0.056450617283950615	9.462322208025626
102	0.0441358024691358	194.03624346792648
102	0.06416666666666666	171.86989764584405
102	0.10962962962962963	7.125016348901795
102	0.03532407407407408	351.86989764584405
102	0.054753086419753086	326.30993247402023
102	0.031435185185185184	45
102	0.03564814814814815	344.05460409907715
102	0.0020987654320987655	315
102	0.03271604938271605	354.8055710922652
102	0.03915123456790123	206.56505117707798
102	0.029691358024691358	11.30993247402023
102	0.033101851851851855	345.96375653207355
102	0.028148148148148148	18.434948822922024
102	0.03333333333333333	191.3099324740202
102	0.0032407407407407406	63.434948822922024
102	0.0362962962962963	19.98310652189997
102	0.03384259259259259	17.10272896905235
102	0.035833333333333335	30.963756532073546
102	0.03388888888888889	18.434948822922024
102	0.0724074074074074	201.80140948635182
102	0.03180555555555555	20.55604521958344
102	0.02854938271604938	30.963756532073546
102	0.046141975308641975	35.537677791974374
102	0.06481481481481481	315
102	0.03992283950617284	11.30993247402023
102	0.003935185185185185	296.565051177078
102	0.05549382716049383	11.30993247402023
102	0.04117283950617284	18.434948822922024
102	0.029320987654320986	161.56505117707798
102	0.026790123456790122	200.55604521958347
102	0.024660493827160495	191.3099324740202
102	0.04367283950617284	187.1250163489018
102	0.019012345679012346	189.4623222080256
103	0.053580246913580244	191.3099324740202
103	0.03532407407407408	26.565051177077976
103	0.04049382716049383	236.3099324740202
103	0.030493827160493828	206.56505117707798
103	0.03935185185185185	194.03624346792648
103	0.04623456790123457	206.56505117707798
103	0.03364197530864198	39.80557109226521
103	0.06166666666666667	8.130102354155952
103	0.02074074074074074	168.69006752597977
103	0.013317901234567902	202.42745759293388
103	0.019351851851851853	187.1250163489018
103	0.01898148148148148	196.51570258895313
103	0.04121913580246914	189.4623222080256
103	0.05271604938271605	354.28940686250036
103	0.02197530864197531	179.80378234410614
103	0.01669753086419753	192.6017030636032
103	0.012345679012345678	74.05460409907715
103	0.02567901234567901	8.130102354155952
103	0.027978395061728396	7.125016348901795
103	0.011975308641975308	135
103	0.023950617283950617	195.90963819003807
103	0.03333333333333333	21.801409486351815
103	0.029907407407407407	260.5376777919744
103	0.01294753086419753	354.8055710922652
103	0.021697530864197533	6.3401917459099195
103	0.9016358024691358	21.801409486351815
103	0.013641975308641975	191.88865803962798
103	0.7797067901234568	17.525568373722876
103	0.017685185185185186	355.23635830927384
103	0.019444444444444445	203.19859051364818
103	0.9461728395061728	30.256437163529256
103	0.019351851851851853	99.46232220802563
103	0.030246913580246913	191.3099324740202
103	0.04447530864197531	153.43494882292202
103	0.031095679012345678	273.5763343749974
103	0.030262345679012346	119.74488129694225
103	0.03305555555555555	14.036243467926454
103	0.0808179012345679	33.69006752597977
103	0.12435185185185185	8.130102354155952
103	0.04472222222222222	45
103	0.8604012345679012	24.904768808095184
103	0.027839506172839507	116.56505117707798
103	0.8288271604938272	14.036243467926454
103	0.02873456790123457	135
103	0.8992592592592593	12.528807709151522
103	0.03987654320987654	198.43494882292202
103	0.030246913580246913	345.96375653207355
103	0.021697530864197533	194.03624346792648
103	0.031296296296296294	8.130102354155952
103	0.03225308641975309	20.55604521958344
103	0.7640123456790123	14.036243467926454
103	0.03364197530864198	11.30993247402023
103	0.02742283950617284	14.036243467926454
103	0.041805555555555554	8.130102354155952
103	0.05507716049382716	21.801409486351815
103	0.8608179012345679	26.565051177077976
103	0.03259259259259259	29.054604099077153
103	0.05648148148148148	9.462322208025626
103	0.03361111111111111	7.125016348901795
103	0.03785493827160494	111.80140948635182
103	0.02123456790123457	135
103	0.8481018518518518	24.623564786163627
103	0.040478395061728394	153.43494882292202
103	0.9812808641975309	21.801409486351815
103	0.013888888888888888	116.56505117707798
103	0.846820987654321	303.69006752597977
103	1.0047067901234568	63.434948822922024
103	0.02962962962962963	116.56505117707798
103	0.07183641975308643	170.53767779197437
103	0.03743827160493827	199.98310652189997
103	0.030864197530864196	189.4623222080256
103	0.04878086419753087	192.52880770915152
103	0.06564814814814815	60.2551187030578
103	0.029969135802469137	32.005383208083515
103	0.014861111111111111	201.80140948635182
103	0.022839506172839506	206.56505117707798
103	0.02700617283950617	135
103	0.027839506172839507	7.125016348901795
103	0.8141975308641975	17.744671625056924
103	0.038148148148148146	190.30484646876602
103	0.027160493827160494	9.462322208025626
103	0.03768518518518518	7.125016348901795
103	0.7419753086419754	18.434948822922024
103	0.8208950617283951	22.249023657212376
103	0.841358024691358	20.55604521958344
103	0.037037037037037035	341.565051177078
103	0.03611111111111111	18.434948822922024
103	0.034290123456790125	26.565051177077976
103	0.02640432098765432	188.7461622625552
103	0.03483024691358025	188.7461622625552
103	0.012314814814814815	18.434948822922024
103	0.024583333333333332	14.036243467926454
103	0.03649691358024691	10.304846468766016
103	0.018518518518518517	233.13010235415598
103	0.7537808641975309	17.8188889145228
103	0.03949074074074074	30.963756532073546
103	0.7693364197530864	28.61045966596521
103	0.010555555555555556	11.30993247402023
103	0.03341049382716049	25.55996517182382
103	0.7417592592592592	15.945395900922847
103	0.030833333333333334	185.19442890773482
103	0.04555555555555556	210.96375653207352
103	0.07487654320987654	165.0685828218625
103	0.8922222222222222	10.619655276155129
103	0.030493827160493828	348.69006752597977
103	0.03209876543209877	71.56505117707798
103	0.03580246913580247	45
103	0.035848765432098764	170.53767779197437
