1-00-10-01,1-00-10-00	1
1-00-10-10,1-00-10-11	2
1-01-00-10,1-01-10-00,1-00-11-01,1-00-11-11,1-00-11-10,1-10-01	5
1-00-01-11-11,1-00-01-11-01,1-00-01-11-00-11,1-00-01-11-10,1-00-01-11-00-01,1-00-01-11-00-00	9
1-10-01,1-10-11	11
1-01-10-11,1-01-10-10,1-00-11-11,1-00-11-00,1-00-10-01,1-00-10-00	12
1-00-10-10	15
1-00-10-10	16
1-11-01-00,1-11-00-01,1-01-10-11,1-01-10-10,1-00-11-11,1-00-11-10,1-00-10-11,1-00-10-01,1-00-10-00	20
1-10-00,1-10-01,1-10-11,1-11-10	21
1-01-01-00	23
1-11-01-00,1-11-00-01,1-11-00-00,1-01-10-10,1-00-11-11,1-00-11-10,1-00-10-11,1-00-10-10,1-00-10-00	24
1-01-11-10,1-01-10-11,1-01-10-10,1-00-11-11,1-00-11-01,1-00-11-00,1-00-10-01,1-00-00-11,1-00-00-10-11,1-00-00-10-10	28
1-00-10-01	29
1-00-00-10-01,1-00-00-10-00	31
1-00-10-10,1-00-10-00	32
1-11-00-01,1-11-00-00,1-00-11-10	33
1-00-01-10-11-10	36
1-01-00-01-00,1-01-00-01-01,1-01-00-01-10,1-01-00-11,1-01-00-10,1-00-11-01,1-00-11-00,1-00-11-10,1-00-10-11,1-10-00	37
1-11-01-00,1-11-00-01,1-11-00-00,1-00-11-10,1-00-10-10,1-00-10-00	38
1-01-10-11,1-01-10-10,1-00-11-11,1-00-11-10,1-00-11-00,1-00-10-01,1-00-10-00	41
1-00-10-10,1-00-10-00	42
1-01-11-10,1-01-10-11,1-01-10-10,1-00-11-11,1-00-11-10,1-00-10-11,1-00-10-01,1-00-10-00	44
1-11-01-00,1-11-00-01,1-01-10-10,1-00-11-11,1-00-11-10,1-00-10-11,1-00-10-01,1-00-10-00	48
1-00-10-01,1-00-10-00	49
1-01-10-10,1-00-11-00,1-00-10-01	51
