1-00-01-10-00-11,1-00-01-10-00-10,1-00-01-10-00-00	3
1-00-10-00-01-11	5
1-01-11-01-10-10,1-01-11-01-10-00	7
1-00-00-11-10,1-00-00-11-00-11-10,1-00-00-11-00-11-11	10
1-01-11-01-00-01	12
1-00-10-10-10-11,1-00-10-10-10-01-10,1-00-10-10-10-01-11,1-00-10-10-10-01-01,1-00-10-10-01-10-11-00,1-00-10-10-01-11-01,1-00-10-10-01-01-10,1-00-10-10-01-01-11,1-00-10-11-00-10-00	13
1-00-10-01-11-00-11,1-00-10-01-11-10-01,1-00-10-01-11-10-11,1-00-10-01-11-10-10	17
1-11-01-01-11-00-00	18
1-01-11-00-00-00-00,1-01-01-10-10-10,1-01-11-00-00-00-10,1-01-10-01-01-01	19
1-00-10-10-01-11-01,1-00-10-10-01-01-11,1-00-10-10-01-01-01	22
1-00-11-00-00-01,1-00-01-10-10-11-10,1-00-01-10-10-11-00,1-00-01-10-10-10-01,1-00-01-10-10-00-11,1-00-01-10-10-00-00	23
1-01-11-01-00-01,1-01-01-11-10-11	25
1-01-10-00-10	28
1-01-01-11-10-10,1-01-01-10-11-11,1-01-11-00-01-01,1-01-01-10-11-01	29
1-00-10-00-10	30
1-00-10-11-00-00-00	31
1-01-01-10-11-00,1-01-01-10-01-10-11	32
1-01-11-00-11-01-10,1-01-11-00-11-11-00,1-01-11-00-11-10-01,1-01-11-00-11-10-11,1-01-11-00-11-10-10,1-01-11-10-01-00-00,1-01-11-10-01-00-10,1-01-11-10-00,1-01-11-10-10-01	39
1-00-01-11-00-11	41
1-11-01-01-00-01-00,1-11-01-01-01-10-00	42
1-00-01-11-00-10,1-00-01-11-10-00-01,1-00-01-11-10-01	44
1-01-11-00-00-11	45
1-00-10-11-00-11,1-00-10-11-10-01,1-00-10-11-10-10,1-00-10-11-10-11	48
1-10-01-10-11-11	50
1-10-01-11-10-01,1-10-01-11-11-10,1-10-01-11-10-11,1-10-01-11-10-10,1-10-01-10-11-11	55
1-00-01-11-11-00	57
1-01-11-10-01-01,1-01-11-10-01-00-01	59
1-01-00-11-10-11,1-01-00-11-10-01-10	62
1-01-01-01-10-00-11	63
1-10-00-11-00,1-10-00-10-01-11,1-10-00-10-01-10,1-10-00-10-00-11	64
1-01-00-10-11-01,1-01-00-10-11-00-11,1-01-00-10-11-00-10-01,1-01-00-10-11-00-00,1-01-00-10-11-00-01,1-01-00-10-11-00-10-11	65
1-11-10-00-10-10-11	66
1-11-01-01-00-11-00	67
1-00-10-10-01-00-11	69
1-11-01-01-00-11-01,1-11-01-01-00-11-11,1-11-01-01-00-11-00	75
1-00-10-01-10-01-11	79
1-01-01-10-11-01	81
1-00-01-11-00-10,1-00-01-11-00-11,1-00-01-11-10-01,1-00-01-11-11-00,1-00-01-11-11-10,1-00-01-11-11-11,1-00-11-01-01-01,1-01-10-00-00,1-01-10-11	82
1-01-10-00-10,1-01-10-00-00	91
1-11-11-11-10-01-00,1-11-11-11-00-11,1-11-11-11-10-01-01	96
1-01-11-10-01-00-01,1-01-11-00-11-10-11	101
