1-00-11-01-11,1-00-11-01-10,1-00-11-00-11,1-00-11-00-10,1-00-10-01-01,1-00-10-01-00-00,1-00-10-00-01,1-00-10-00-00,1-00-00-10-10	1
1-00-11-11-10,1-00-11-10-10,1-00-10-11-01,1-00-10-11-00,1-00-10-10-01,1-00-10-10-11,1-00-10-10-10	2
1-00-10-00-01,1-00-10-00-00,1-00-00-10-10	3
1-01-00-01-10-01,1-01-00-01-10-11,1-01-00-01-10-10,1-01-00-11-00,1-01-00-10-01,1-00-11-01-11,1-10-01-00,1-10-00-01,1-10-00-11,1-10-00-10,1-10-10-00	5
1-01-01-01-01-00,1-01-01-01-01-01	6
1-01-01-10-10,1-01-00-11-11	7
1-00-01-11-11-10,1-00-01-11-10-01,1-00-01-11-10-11,1-00-01-11-10-00,1-00-01-11-00-10-10	8
1-01-00-11-11,1-01-00-11-10,1-01-00-10-11,1-01-00-10-10-01,1-01-00-10-10-11,1-01-00-10-10-10,1-01-00-10-10-00,1-00-01-11-11-01	9
1-01-10-01-00,1-01-10-00-01,1-01-10-00-00,1-00-11-01-01	10
1-01-11-00-01	13
1-11-00-01,1-11-00-00,1-10-01-01,1-00-11-11-10,1-00-11-10-11,1-00-11-10-10,1-00-10-11-11,1-00-10-11-01,1-00-10-11-00,1-00-10-10-01,1-00-10-00-10	15
1-00-10-00-10	17
1-01-00-01-01-10,1-01-00-01-00-11,1-01-00-01-00-10,1-01-00-00-01,1-01-00-00-11-01	18
1-01-01-10-10,1-01-00-11-11	19
1-01-11-00-00,1-01-10-01-01,1-01-00-11-11,1-01-00-11-10,1-01-10-01-00	22
1-01-01-00-01,1-01-01-00-11,1-01-01-00-10	23
1-01-10-10-10	24
1-00-01-01-11-00	25
1-00-01-10-10-11,1-00-01-10-10-10	27
1-11-01-00,1-11-00-01,1-01-10-11-11,1-01-10-11-10,1-01-10-10-11,1-01-10-10-10,1-00-11-11-11,1-00-11-11-01,1-00-11-11-00,1-00-11-10-01,1-00-11-10-00,1-00-10-01-11,1-00-10-01-10,1-00-10-00-11,1-00-10-00-00	29
1-01-11-00-00,1-01-11-00-01,1-01-11-01-00	30
1-00-10-11-01,1-00-10-11-00,1-00-10-10-01,1-00-10-00-10	32
1-11-00-00,1-10-01-01,1-00-11-10-11,1-00-11-10-10,1-00-10-11-11,1-00-10-11-01,1-00-10-11-00,1-00-10-10-01,1-00-10-10-00,1-00-10-00-10	33
1-01-11-10-00,1-01-10-11-01,1-01-10-11-00,1-01-10-10-01,1-01-10-10-00,1-01-10-00-10,1-00-11-01-11,1-00-11-01-10,1-00-11-00-11,1-00-11-00-10,1-00-11-00-00-10,1-00-10-01-01,1-00-10-01-00-11,1-00-10-01-00-00,1-00-10-00-01,1-00-00-10-10	34
1-00-11-01-00-00,1-00-11-00-01-01-11,1-00-11-00-01-01-10,1-00-11-00-01-00,1-00-01-10-11-10,1-00-01-10-10-01,1-00-01-10-10-11,1-00-01-10-10-10	36
1-01-00-01-01-00,1-01-00-01-00-01	37
1-10-01-01,1-00-11-11-10,1-00-11-10-11,1-00-11-10-10,1-00-10-11-01,1-00-10-11-00	38
1-01-00-10-10-01,1-01-00-10-10-00	39
1-01-10-10-11,1-01-10-10-00,1-00-11-11-01,1-00-11-11-00,1-00-11-10-01,1-00-11-00-10,1-00-10-01-10,1-00-10-00-01,1-00-10-00-00	41
1-11-01-00,1-11-00-01,1-11-00-00,1-10-01-01,1-00-11-11-11,1-00-11-11-10,1-00-11-10-11,1-00-11-10-10,1-00-10-11-01,1-00-10-11-00,1-00-10-00-10	42
1-01-10-10-00,1-00-11-11-01,1-00-11-11-00,1-00-11-10-01	44
1-01-11-00-01,1-01-11-01-00	45
1-01-00-01-01-11,1-01-00-01-01-10	46
1-01-11-01-00,1-01-11-01-01-10	47
1-00-11-11-01,1-00-11-11-00,1-00-11-10-01,1-00-11-10-00,1-00-10-11-00,1-00-10-00-10	48
1-00-11-01-10,1-00-11-00-11,1-00-11-00-10,1-00-11-00-00-10,1-00-10-01-01,1-00-10-01-00-00,1-00-00-10-11,1-00-00-10-10	49
1-01-00-10-10-11,1-01-00-10-10-10,1-01-00-10-10-00	50
1-01-11-10-11,1-01-11-10-10,1-01-11-10-00,1-01-10-11-01,1-01-10-11-00,1-01-10-10-00,1-00-11-01-11,1-00-11-01-10,1-00-11-00-11,1-00-11-00-10,1-00-10-01-11,1-00-10-01-01,1-00-10-01-00-10,1-00-10-00-01,1-00-10-00-00,1-00-00-10-10	51
1-00-10-00-11,1-00-10-00-01,1-00-10-00-00	53
1-11-01-00,1-11-00-01,1-11-00-00,1-10-01-01,1-00-11-11-11,1-00-11-11-10,1-00-11-10-11,1-00-11-10-10,1-00-10-11-01,1-00-10-11-00,1-00-10-10-01,1-00-10-00-11,1-00-10-00-10	54
1-01-11-10-11,1-01-11-10-10,1-01-10-11-11,1-01-10-11-01,1-01-10-11-00,1-01-10-10-01,1-01-10-10-00,1-00-11-11-01,1-00-11-01-11,1-00-11-01-10,1-00-11-00-11,1-00-11-00-10,1-00-10-01-01,1-00-10-01-00-00,1-00-00-10-11,1-00-00-10-10	55
1-01-01-10-11,1-01-01-11-10,1-01-01-11-11,1-01-01-11-01	58
1-11-01-00,1-11-00-01,1-11-00-00,1-10-01-01,1-00-11-11-11,1-00-11-11-10,1-00-11-10-11,1-00-11-10-10,1-00-10-11-01,1-00-10-11-00,1-00-10-10-01,1-00-10-00-10	59
1-00-11-10-01,1-00-11-10-00,1-00-10-01-11,1-00-10-01-10,1-00-10-00-11,1-00-10-00-01,1-00-10-00-00	60
1-00-00-10-10	61
1-01-11-10-11,1-01-11-10-00,1-01-10-11-01,1-01-10-11-00,1-01-10-10-01,1-00-11-01-11,1-00-11-01-10,1-00-11-00-11,1-00-11-00-10,1-00-11-00-00-10,1-00-10-01-01,1-00-10-01-00-00,1-00-00-10-10	64
1-11-01-00,1-01-11-10-10,1-01-10-11-11,1-01-10-11-10,1-01-10-10-11,1-01-10-10-10,1-00-11-11-01,1-00-11-11-00,1-00-11-10-01,1-00-11-10-00,1-00-10-01-11,1-00-10-01-10,1-00-10-00-11,1-00-10-00-00	66
1-00-01-01-10-11,1-00-01-11-00-01	68
1-01-10-10-10,1-00-10-11-01,1-00-10-01-10,1-00-10-00-11,1-00-10-00-10,1-00-10-00-00	70
1-11-01-00,1-01-10-11-11,1-01-10-10-11,1-01-10-10-10,1-00-11-11-11,1-00-11-11-01,1-00-11-11-00,1-00-11-10-01,1-00-11-10-00,1-00-10-01-10,1-00-10-00-11,1-00-10-00-01,1-00-10-00-00	71
1-11-01-00,1-11-00-01,1-11-00-00,1-00-11-11-11,1-00-11-11-10,1-00-11-10-11,1-00-11-10-10,1-00-10-11-01,1-00-10-11-00,1-00-10-10-01,1-00-10-10-00	72
1-01-11-10-11,1-01-11-10-10,1-01-10-11-01,1-01-10-11-00,1-01-10-10-01,1-01-10-10-00,1-00-11-01-11,1-00-11-01-10,1-00-11-00-11,1-00-11-00-10,1-00-10-01-01,1-00-10-00-01,1-00-00-10-10	74
1-11-01-00,1-11-00-01,1-11-00-00,1-10-01-01,1-00-11-11-11,1-00-11-11-10,1-00-11-10-11,1-00-11-10-10,1-00-10-11-01,1-00-10-11-00,1-00-10-10-01,1-00-10-10-00	75
1-01-00-00-00-10,1-01-00-00-00-11	76
1-01-01-00-00	77
1-11-01-00,1-01-11-10-10,1-01-10-11-11,1-01-10-11-10,1-01-10-10-11,1-01-10-10-10,1-01-10-10-00,1-00-11-11-01,1-00-11-11-00,1-00-11-10-01,1-00-11-00-10,1-00-10-01-11,1-00-10-01-10,1-00-10-00-11,1-00-10-00-01,1-00-10-00-00	79
1-11-01-00,1-11-00-01,1-11-00-00,1-10-01-01,1-00-11-11-11,1-00-11-11-10,1-00-11-10-11,1-00-11-10-10,1-00-11-10-00,1-00-10-11-01,1-00-10-11-00,1-00-10-10-01,1-00-10-00-11,1-00-10-00-10	80
1-11-01-00,1-01-11-10-10,1-01-10-11-11,1-01-10-11-10,1-01-10-10-11,1-01-10-10-10,1-00-11-11-01,1-00-11-11-00,1-00-11-10-01,1-00-11-10-00,1-00-11-00-10,1-00-10-01-11,1-00-10-01-10,1-00-10-00-11,1-00-10-00-01,1-00-10-00-00	81
1-11-01-00,1-11-00-01,1-11-00-00,1-10-01-01,1-00-11-11-11,1-00-11-11-10,1-00-11-10-11,1-00-11-10-10,1-00-10-11-11,1-00-10-11-01,1-00-10-11-00,1-00-10-10-01,1-00-10-00-10	82
1-01-00-11-10,1-01-10-01-00,1-01-10-00-01	83
1-00-01-10-10-01,1-00-01-10-10-11	84
1-11-11-10,1-11-10-11,1-11-10-10	85
1-11-11-10,1-11-10-11,1-11-10-10	86
1-11-11-00,1-11-10-01,1-11-10-00,1-11-10-10	87
