1-00-00-00-01-01-10,5.090985936559803,0,1,74.05460409907715,0,1
1-00-00-00-01-10,0.9378080209082832,0.5493501777482774,3,114.29909034364921,100.61165165276178,3
1-00-00-00-01-11,1.2559619329762817,0.5891047894041325,11,163.63636363636363,59.662085128525725,11
1-00-00-00-10,3.026957250535893,2.7014578900237485,4,173.3587372057305,81.81104443082589,4
1-00-00-00-11,3.722639702204822,2.159207391473318,5,179.1202589290009,11.543328668917923,5
1-00-00-01-00,2.445269216012239,2.788458433620738,10,149.90874919153626,101.13977201483213,10
1-00-00-01-01,1.9881118810506335,0.9212740954786675,4,120.61779807271212,85.39873573890183,4
1-00-00-01-10,5.020296110040485,4.059076972687195,15,182.7820086294443,87.63271547603516,15
1-00-00-01-11,3.5029024197230605,2.434306539297855,10,197.292511117944,38.663978284512346,10
1-00-00-10-00,3.1971184018407937,1.8734732096400966,580,181.96329004350574,51.40058690567083,580
1-00-00-10-01,2.7590357481219385,1.4721354794083075,210,182.83211344515323,29.18142301765261,210
1-00-00-10-10,3.6928419777215096,2.0833395933285193,207,161.6530128972165,32.74737081732365,207
1-00-00-10-11,4.07743928367984,2.417330416545128,42,172.37852750615747,34.14400824945559,42
1-00-00-11,3.035987459645431,2.0467925599414496,31,124.94149635968427,99.90315801586117,31
1-00-01-00-00-10,2.3629681171230654,1.1757979558356009,2,180,37.568655659759024,2
1-00-01-00-01-10,13.646409410387713,0,1,173.99099404250546,0,1
1-00-01-00-10,3.5615793614648665,2.83495544488182,7,179.20009438049706,102.59508769324763,7
1-00-01-00-11,11.22708854194101,13.049324935347087,7,172.67405306991222,70.72550078020835,7
1-00-01-01-00,4.316546762589928,0,1,90,0,1
1-00-01-01-01,5.6625377416567035,2.5546738003030858,7,189.70253561322644,23.52362747500729,7
1-00-01-01-10-00,3.367770309337584,3.6547364176330883,17,177.55391695245714,33.7603224782166,17
1-00-01-01-10-01,2.694487188178286,2.263858028824906,72,150.74478260610306,80.01949521893147,72
1-00-01-01-10-10,9.070189758171216,8.464590001315116,6,209.98530080462356,59.00487283385745,6
1-00-01-01-10-11,3.585176895161268,3.8768478474453216,22,185.67507837051195,74.1381362257707,22
1-00-01-01-11-00,2.1346685225038073,1.404150596308762,267,177.16486373236307,78.81794442575051,267
1-00-01-01-11-01,3.1918727029222778,2.247196806279341,104,186.4776848708853,53.78078279812552,104
1-00-01-01-11-10,1.9826233775464994,1.076471455557922,68,181.5358332829613,97.02509571098835,68
1-00-01-01-11-11,11.720645758516365,0,1,57.26477372789242,0,1
1-00-01-10-00-11-11,4.682824269073545,5.019021270683782,6,137.8491301927857,109.1603925309228,6
1-00-01-10-01-10,2.159276491512323,1.7088985834045287,11,95.62977391492247,81.52921410686211,11
1-00-01-10-10-00,1.919789588405147,1.1665159061274424,5,81.95272833814523,144.505830469855,5
