1-01-11-10-11-00-01,1-01-11-10-11-01-00,1-01-11-10-11-01-01-10,1-01-11-10-11-01-01-11,1-01-11-11-10-00-10	355
1-10-11-01-10-00,1-10-11-01-10-10-00	357
1-00-10-00-11-11-11	359
1-01-11-11-10-01	361
1-11-01-00-11,1-11-01-00-10	362
1-00-10-11-10-10-00,1-00-10-10-11-01-11,1-00-10-10-01-11-10,1-00-10-10-01-00-11,1-00-10-10-01-00-10-11	363
1-11-00-10	364
1-01-10-00-10,1-01-10-00-00-10,1-00-11-01-01-01,1-00-01-11-11-11	365
1-10-01-00-01	366
1-11-01-10-00,1-11-00-11-01,1-11-00-01-11,1-11-00-01-10,1-11-00-00-11,1-11-00-00-01,1-11-00-00-00,1-01-10-10-10,1-01-10-10-11	367
1-10-01-11-10-01,1-10-01-11-00	370
1-00-11-10-00-00	371
1-10-01-10-11,1-10-11-00-01-00	373
1-01-10-00-11,1-01-10-00-01-11	375
1-00-10-11-10-10-01,1-00-10-11-10-00-11	380
1-01-11-11-10-10-01	381
1-11-00-01-11,1-11-00-01-10,1-11-00-00-11,1-11-00-00-10,1-10-01-01-11-11,1-10-01-01-11-10,1-10-01-01-10,1-10-01-00-11,1-10-01-00-10,1-10-01-00-00,1-10-00-01-01-11,1-10-00-01-01-01,1-10-00-01-01-00,1-00-10-11-11-10,1-00-10-11-10-11,1-00-10-11-10-10-01,1-00-10-11-10-10-00,1-00-10-11-10-00-10,1-00-10-11-10-00-00	384
1-00-11-10-00-01,1-00-11-00-10-11,1-00-11-00-10-10,1-00-11-10-00-00,1-00-10-01-11-11-11,1-00-10-01-11-11-10,1-00-10-11-01-01	385
1-11-00-00-01	386
1-11-00-00-10,1-10-01-01-11-01,1-10-01-01-11-00,1-10-01-01-01,1-10-01-01-00,1-10-01-00-01,1-00-11-10-11,1-00-11-10-10,1-00-11-10-00-10,1-00-11-10-00-00,1-00-10-11-01-01,1-00-10-11-01-00,1-00-10-11-00-01-01,1-00-10-11-00-01-11,1-00-10-11-00-11,1-00-10-11-00-01-10,1-00-10-11-00-10,1-00-10-11-10-00-01	387
1-11-01-10-00	391
1-10-00-00-01-01,1-10-00-00-01-11,1-10-00-00-01-10,1-10-00-00-01-00,1-00-10-10-11-10,1-00-10-10-10-11-01	394
1-00-11-00-10-11,1-00-11-00-10-10	396
1-10-11-01-10-01-11	397
1-10-01-00-11,1-10-01-10-01,1-10-01-10-00,1-10-01-10-10	399
1-00-11-01-11,1-00-11-01-10-01,1-00-11-01-10-11,1-00-11-01-10-10,1-00-11-10-01-01,1-00-11-10-01-11,1-00-11-11-00-10,1-00-11-11-00-00	404
1-00-11-00-10-11,1-00-11-00-10-10,1-00-10-01-11-11-11,1-00-10-01-11-11-10	405
1-11-00-00-00,1-10-01-01-01,1-00-11-11-11,1-00-11-11-10	408
1-00-01-11-00-01-10,1-00-01-11-00-01-11	409
1-11-01-00-11	410
1-01-00-11-11-10	415
1-11-10-00-10-01-00,1-11-10-00-00-10,1-10-11-01-01-11-00,1-10-11-01-01-00,1-10-01-11-11-10,1-10-01-11-10-11,1-10-01-11-10-01,1-10-01-11-10-00,1-10-01-11-00,1-10-01-10-01,1-10-01-00-10,1-10-00-01-11	417
1-01-11-10-10	420
1-10-01-01-10	422
1-00-11-00-10-11,1-00-11-00-10-10,1-00-10-01-11-11-01,1-00-10-01-11-11-00,1-00-10-01-11-11-10	424
