104	3751	0.28539501958742736	0.2483955968796897
203	2093	0.5111003995312962	0.2196007790356178
204	840	0.18195966634525307	0.1419252742137353
303	1593	0.664794231435765	0.17721136066889417
202-11-00-11	503	0.3562624927664786	0.2158352328697352
202-11-00-01	97	0.2546574471595444	0.1504472018150322
202-11-00-00	324	0.34227530439784354	0.1840890852881236
202-01	81	0.9445313214449018	0.0352127434011806
202-00-11-11	321	0.32700720950304824	0.16511417057546687
202-00-11-00	281	0.3559282891921895	0.1574678747061017
302-00-11-01	20	0.5155986633710723	0.1943759567848949
402-01-10	1005	0.518245335457136	0.2831938344407662
402-00-11-01	198	0.5771797031953884	0.20979317180903365
402-00-01-11	94	0.7015961964040104	0.16289781809102608
402-00-01-10	332	0.5076110788355942	0.231754817902563
402-00-01-00-10	103	0.6564753163829262	0.24357938994420542
402-00-01-00-00	67	0.48003653558517545	0.23928251358277414
401-10-11-10	76	0.45879741050099365	0.21449605598303628
401-10-10-11-11	119	0.3829053546807727	0.25131822271486304
402-00-00-01	260	0.4463307842677484	0.24685991556398626
402-00	699	0.5859402322311318	0.23072580117914793
402-00-01-00-01	63	0.32477363794985614	0.21539443442314243
402-00-01-00-11	62	0.5973231196698969	0.22819269044684623
402-00-00-11	346	0.4121865958487272	0.21698644635914419
103-01-01	1251	0.33700165501057394	0.16918913774215474
202-11-01	1843	0.5807010888525318	0.20593152752350136
302-10-00	2465	0.5788233151151592	0.21142600949754548
302-00-10-11	179	0.3334504327058963	0.22034034793400809
302-01-11-00	748	0.39308629519630245	0.21459910836747934
402-00-10-11	196	0.7474621779706017	0.1362399013209744
402-10-10-10	128	0.5489865947138058	0.23483158724221104
403-00-00	95	0.5757933182373894	0.2703691808470068
303-01-01	577	0.5430246977170661	0.2321194459715953
303-01-10	538	0.6007078250488431	0.23322970192754378
303-00-11	166	0.6277727527264845	0.25963431652888885
303-10	651	0.5498777532102366	0.27796911242647787
203-11	144	0.7409162209031706	0.20318320026137068
302-11-01	468	0.506971121983315	0.22361273481172134
303-00-00	167	0.6018433347065472	0.27412926208691274
302-10	225	0.40095520604318136	0.27987311159435563
202-11-10	1901	0.5008964822978629	0.22138427909751726
202-10-11	1515	0.45568128796542523	0.19527291290147183
202-10-10	865	0.41327090725612053	0.17765172222209086
103-01-00	1176	0.3674191625930576	0.17146282242012173
103-00-01	516	0.3512682672821483	0.17436457143801204
103-00-00	105	0.32097133619123935	0.16802502630227995
103-00-10	650	0.4643990304566003	0.22756692535329673
302-01-11-01	721	0.40509760044671617	0.20793394828721973
402-00-10-00	405	0.40436251980091753	0.21409943275705925
402-00-00-10	612	0.40808267356971806	0.2029468103555406
204-10	108	0.6303082301616928	0.25451010204298685
103-11	370	0.9022620395886116	0.12808790438085105
202-10-01	845	0.5586753256651489	0.2373389263279382
402-01-11-00	77	0.6557414195073934	0.2554986674196554
402-01-11-10	205	0.6389077192312476	0.27875049605184515
402-01-11-11	73	0.5934391226174758	0.2625954579941844
402-01-00-01	300	0.6252977506786177	0.29594092141214307
402-01-01	1066	0.42466278291884035	0.2238887960883602
302-01-10-10	783	0.3880277094435025	0.20949118046252604
302-11-00	367	0.5634892092636696	0.22739736894586118
302-10-01	1477	0.5451384365955303	0.23065741348321217
202-11-11	984	0.5503215666881324	0.2024187382781675
203-00-01	401	0.45708482583321286	0.16422485321915145
203-00-00	849	0.38781899489841665	0.1824481453962897
103-00-11	305	0.5756822900023663	0.21449868652523468
102-11-11	246	0.4023522873805015	0.15331642266452397
202-11-00-10	337	0.3851459595807848	0.24569915398229056
302-00-11-10	176	0.4117763144606139	0.20109817397992216
302-00-11-11	310	0.40831853536228924	0.19821747273558693
302-01-10-00	152	0.42968269464631775	0.22694511194364478
302-01-10-01	552	0.39964805070053766	0.2076747535070304
103-01-11	144	0.34790277474982545	0.1893856912613032
203-01	298	0.6024717663871102	0.32123752240623554
103-01-10	73	0.5876278265229757	0.18745729782540965
302-11-11	259	0.6811173099580425	0.2024622252451482
402-10-10-00	73	0.7064746855626186	0.2469048660523714
402-10-00	572	0.41258767367975147	0.2320046869258733
103-10-01-10	64	0.5198964460620885	0.2637733053544547
103-10-01-11	305	0.4618850345346455	0.21575328302733257
402-11-01-00	495	0.6257039317301533	0.22553940348060522
302-01-01-11	180	0.4761754132825955	0.2177230317153277
302-00	15	0.8857942386831275	0.2116674212863574
303-00-01	106	0.4874158684905267	0.2521018989679934
302-10-11	246	0.6402327836553238	0.12251792435885579
302-11-10-10	21	0.8308176068513822	0.2451207463381791
302-11-10-11	80	0.8991264299392734	0.1794700679476288
302-11-10-01	53	0.79693020875623	0.26690915881483446
302-01-10-11	579	0.3916304319285263	0.21246481893133962
402-00-00-00	11	0.4278704782547637	0.18852684540425682
402-01-11-01	90	0.5117374209376396	0.2693316705714105
402-01-00-11	124	0.4843219507146956	0.2616571857757093
302-01-11-10	258	0.34801812658660447	0.2092632338936674
302-01	16	0.883202160493827	0.19491316147109541
401-10-01-10	6	0.598258151313707	0.29684403101440293
402-01-00-10	30	0.5104664924190082	0.2580900233596402
402-00-10-01	110	0.61149179875088	0.21385299707604327
402-00-11-00-00	48	0.7783702331897967	0.24383879196133318
402-00-11-10	132	0.7478271856452906	0.16361577710418473
103-10-11-00	325	0.3925802354030097	0.23028779794061777
102-10-01-10	446	0.39785057279467584	0.24245088554135755
102-10-01-00	391	0.43106221061933886	0.20234805997924865
302-11-10-00	58	0.8258105177689841	0.22572349527210672
102-10-10-10	46	0.4248803120003628	0.22847865059804698
102-10-10-00	21	0.42668782327745913	0.2252649235457339
402-00-10-10	109	0.7091337929634515	0.17174526936352433
102-10-11	36	0.6047187928669409	0.2744553191705575
304-00	33	0.7986366250496687	0.17481440511673654
402-10-10	55	0.4744837328727191	0.22054329612560075
401-11-11	72	0.8025354320080166	0.1999884252642736
402-11-01-01	56	0.49708248415481116	0.2620367177924721
103-10-11-01	191	0.3554001639986788	0.171659214039532
302-01-01-10	25	0.7177841698479942	0.17436886864197146
302-00-11-00	2	0.5812345679012345	0.21230662862292388
302-00-01-11	18	0.2569709734526111	0.1557123967151627
302-00-01-00	4	0.44740740740740736	0.0810338119996338
401-11-10	610	0.47482555059001125	0.22325492789609253
403-00-10	4	0.5922222222222222	0.29952652776038086
304-11-10	25	0.30408578195920943	0.2001960729319181
304-11-00	25	0.3582411196763566	0.1312230256257057
304-11-01	135	0.31373743286225203	0.21444607825834422
304-11-11	58	0.4436611323967645	0.1911641049346916
402-01-00	91	0.4911090788396667	0.22638359312517148
401-10-01-11	280	0.35078561909493083	0.19348284138636596
401-11-00-00	34	0.5187834019703582	0.21750169017641857
401-11-00-10	328	0.46668974482476183	0.24011264120016748
401-11-00-11	10	0.49511111111111117	0.19717322905787313
102-11-10	11	0.4231649831649831	0.048354961741620676
302-00-10-10	19	0.3432878028031934	0.19528550559675123
302-00-10-01	5	0.5663319475157887	0.2134988097510279
401-10-01-01	184	0.32626807804830077	0.2438311115918822
401-00-11-11	116	0.3720600005025025	0.2088435357099829
401-01	44	0.9395987654320987	0.03842881333651118
402-00-01-01	41	0.593233446946981	0.22667622996496387
402-10-01-01	182	0.4884739284776401	0.23367938117916862
402-00-11-00-11	45	0.9017425111617032	0.1205463262627924
202-00-11-10	394	0.3396741512076443	0.17738831348591083
402-11-00-01	404	0.6376149682776493	0.21533933703789543
402-11-00-00	291	0.5764974475594992	0.24040231606050705
302-00-00	17	0.880871459694989	0.12703692058828778
302-01-00	1	0.8103703703703704	0
402-11-01-11	52	0.41401696655529313	0.24752828803907956
402-11-01-10	159	0.5035532765652689	0.2289387546750082
402-11-11	22	0.8411235159055976	0.21641651750028001
102-11-01	22	0.7029180695847361	0.10650025766656918
102-11-00	3	0.814485596707819	0.16703796470928212
402-10-01-11	224	0.40331355181833567	0.23786070027993605
402-00-11-00-10	42	0.9163303107699564	0.05597009006067451
403-11-00	74	0.7667534200867534	0.15547892546052552
103-10-10-01	91	0.39208747564060265	0.2441377161572308
203-00-11	11	0.5355780022446689	0.21792054485962384
303-01-00	153	0.6951936619024736	0.18910190173397848
402-00-11-00-01	34	0.7583315144800508	0.21297655491679923
302-01-11-11	80	0.5362469776186221	0.2725344610321603
302-10-10	208	0.5703352955016094	0.20370135499278
204-01	211	0.6954385830543773	0.2404531018507472
204-00	111	0.6698917113400811	0.25741613700733756
203-10	85	0.6659496200436048	0.13382224136847423
401-10-11-01-01	150	0.669778670085659	0.19716197451345527
402-10-11	7	0.8142504409171076	0.11150818070612518
401-10-11-00	9	0.39994513031550066	0.15629228720394944
103-10-10-11	14	0.32723876482238523	0.2751506636963068
402-00-11-11	139	0.5697378543770174	0.21861155971115254
403-10-11	130	0.4390478783400555	0.2741291614964442
402-01-00-00	5	0.5062875192901235	0.27039605237217523
202-10-00	1	0.9051851851851852	0
102-10-01-11	208	0.39254260492043497	0.19311583897456533
402-10-01-10	20	0.548267714958707	0.20196286051516224
103-10-01-01	2	0.32319044365012617	0.13422725838729607
303-00-10	35	0.6072257178448285	0.277664993154712
103-10-01-00	6	0.3314062445422237	0.21203868589064262
402-01-11	130	0.4584786803918937	0.23934903884455339
401-11-01	80	0.8526913580246912	0.13027515974771878
303-01-11	186	0.5411809392492286	0.2533358437171357
402-11-00-10	116	0.5422974883707352	0.23944982318339153
102-10-01-01	71	0.4654694253990726	0.23732258241525747
402-11-01	115	0.3900110130877781	0.26597413495478567
402-11-00	108	0.27404174008995924	0.2418056722012787
401-11-00-01	22	0.45317127366858556	0.20003541335867076
401-10-11-01-11	12	0.5114236599705752	0.15718180152386607
402-10-01-00	36	0.5599710650014519	0.14379412521372723
302-11	822	0.3582678730223177	0.15813616958971388
403-00-11	2	0.2578598895538786	0.2918054907691281
402-11-00-11	22	0.6491487220518527	0.22044661336887938
203-00-10	15	0.49050442616382445	0.1202284050414626
403-10-10	65	0.5058613485280152	0.1641389612710954
304-01	202	0.7932654932159888	0.041706766623387424
403-01	81	0.9706904435299495	0.04174269140089195
402-10-01	72	0.45174433101592965	0.2791847145919909
303-11	42	0.8843926568175048	0.13435590306302675
403-10-00	43	0.3713765196687441	0.21533712117599216
102-00	60	0.9411378600823047	0.04983850701752896
102-01	2	0.990246913580247	0.0019205369365559977
302-00-10-00	1	0.563953488372093	0
401-10-10-11-01	4	0.5773206185624553	0.21016891564030452
401-10-10-10	1	0.6661728395061728	0
103-10-11-10	1	0.3408203125	0
202-00-11-01	30	0.38425714590267634	0.1435385983600564
202-00-01	17	0.8559767610748004	0.05142592294034042
403-00-01	5	0.7447901234567901	0.2358494943737256
103-10-00	7	0.8627865961199295	0.0937007719560358
103-10-10-00	1	0.7945679012345679	0
402-11-10	2	0.6232098765432099	0.13199326582148885
403-10-01	25	0.588958024691358	0.1519668927543783
401-10-00-11	8	0.8513580246913581	0.11860666915808966
401-10-10-01	7	0.7245855379188713	0.20605431930821158
401-10-00-01	4	0.6538271604938272	0.07594669995837801
402-10-10-11	3	0.6701234567901234	0.029098113308950607
102-10-10-11	3	0.6999691358024691	0.19122054748993442
103-10-10-10	1	0.9152861445783133	0
202-00-00	1	0.9012345679012346	0
302-00-01-10	7	0.2832451499118166	0.13561434246442816
304-10	4	0.6317901234567902	0.06753086419753085
403-11-10	3	0.963292181069959	0.004846891148752438
204-11	7	0.9957142857142858	0.0015901731162437825
401-10-11-01-10	2	0.7590123456790123	0.06145718196979381
401-10-11-11	2	0.9209876543209876	0.013967541356771355
401-10-11-01-00	5	0.1840411054994388	0.12056319584937936
103-10-11-11	1	0.007352941176470562	0
402-10-10-01	1	0.17432098765432102	0
104	473	0.15332279288550565	0.13556510089330995
203	2093	0.5111003995312962	0.2196007790356178
204	840	0.18195966634525307	0.1419252742137353
202-11-00-11	503	0.3562624927664786	0.2158352328697352
202-11-00-01	97	0.2546574471595444	0.1504472018150322
202-11-00-00	324	0.34227530439784354	0.1840890852881236
202-01	81	0.9445313214449018	0.0352127434011806
202-00-11-11	321	0.32700720950304824	0.16511417057546687
202-00-11-00	281	0.3559282891921895	0.1574678747061017
302-00-11-01	20	0.5155986633710723	0.1943759567848949
402-01-10	1005	0.518245335457136	0.2831938344407662
402-00-11-01	198	0.5771797031953884	0.20979317180903365
402-00-01-11	94	0.7015961964040104	0.16289781809102608
402-00-01-10	332	0.5076110788355942	0.231754817902563
402-00-01-00-10	103	0.6564753163829262	0.24357938994420542
402-00-01-00-00	67	0.48003653558517545	0.23928251358277414
401-10-11-10	76	0.45879741050099365	0.21449605598303628
401-10-10-11-11	119	0.3829053546807727	0.25131822271486304
402-00-00-01	260	0.4463307842677484	0.24685991556398626
402-00-01	20	0.8864444444444445	0.0960185227479928
402-00-01-00-01	63	0.32477363794985614	0.21539443442314243
402-00-01-00-11	62	0.5973231196698969	0.22819269044684623
402-00-00-11	346	0.4121865958487272	0.21698644635914419
103-01-01	1251	0.33700165501057394	0.16918913774215474
202-11-01	1843	0.5807010888525318	0.20593152752350136
302-10-00	2465	0.5788233151151592	0.21142600949754548
302-00-10-11	179	0.3334504327058963	0.22034034793400809
302-01-11-00	748	0.39308629519630245	0.21459910836747934
402-00-10-11	196	0.7474621779706017	0.1362399013209744
402-10-10-10	128	0.5489865947138058	0.23483158724221104
403-00-00	95	0.5757933182373894	0.2703691808470068
303-01-01	577	0.5430246977170661	0.2321194459715953
303-01-10	538	0.6007078250488431	0.23322970192754378
303-00-11	166	0.6277727527264845	0.25963431652888885
303-10	826	0.5288368548705507	0.2646645793505284
104-11	227	0.5862862256688732	0.23267852904190553
104-10	632	0.4103886826691357	0.19838070854217776
203-11-01	26	0.4711285857170795	0.3631124154085996
302-11-01	468	0.506971121983315	0.22361273481172134
303-00-00	167	0.6018433347065472	0.27412926208691274
302-10	229	0.3983416157279087	0.27835463300879487
202-11-10	1901	0.5008964822978629	0.22138427909751726
202-10-11	1515	0.45568128796542523	0.19527291290147183
