103	274	0.8455602231447379	0.15506919254751314
104	847	0.831952002026608	0.11021755077729914
105	1154	0.7086682287581285	0.17016333196411376
106	503	0.8717755197211784	0.0904479603987366
107	270	0.879728792314558	0.10971179099986247
108	735	0.648465263069781	0.12018796091320046
109	183	0.39053539775008533	0.19610511716427878
203	4	0.9051408179012345	0.053828172690401264
204	185	0.9082937103770431	0.06883529379504832
205	1829	0.7100933821725808	0.1549139626301428
206	702	0.8816353377289478	0.09155055225665858
207	365	0.8078789621713927	0.07645715454625271
208	1452	0.8089318841067771	0.05492739841683515
209	263	0.7239741591039862	0.1866160083921612
303	2	0.9847608024691358	0.0030008389633688686
304	893	0.7539148365891086	0.10665606881948524
305	1883	0.6845052899499625	0.16178408806174008
306	33	0.7243833274856546	0.2087425520105989
307	881	0.8091066508988533	0.03510931523167955
308	249	0.8267669217565634	0.0848753659634333
309	312	0.7534425881406325	0.17333448362725914
402	5	0.9316743827160494	0.03414744170806598
403	1856	0.8708536627953379	0.0770926415244272
404	3197	0.7787194761099346	0.119893665360506
405	682	0.7595722356343138	0.13132909347397972
406	573	0.6943166966652919	0.08096280107172305
407	234	0.7878255738916741	0.06918337023724505
408	423	0.7599839291173021	0.186447708504421
409	32	0.6895485152183454	0.27655412746599406
503	229	0.8954643781335916	0.0542255217982386
504	4426	0.817802471258825	0.1028215142161854
505	555	0.5327422743006656	0.18907238675554036
506	560	0.637291734138789	0.09460254419667506
507	595	0.7180176418611227	0.14944645987537483
508	42	0.6392333052298895	0.2468530568002249
509	1	0.8979552469135803	0
602	28	0.945574294532628	0.029361463067974377
603	2356	0.8335907407946834	0.10710827352236234
604	2002	0.7501395825542607	0.22181126680401778
605	1125	0.4809449568085623	0.21470602629363833
606	634	0.6482247353682322	0.16745145386357396
607	211	0.6718610018897725	0.18381164373474052
702	8	0.7944673972495703	0.3360319236905179
703	3549	0.8561069230824813	0.10423762280182265
704	1184	0.2796193420263156	0.2273653116298948
705	1234	0.5165401577329037	0.26460432463476
706	344	0.5918301231725906	0.21058147279026534
707	7	0.8324790564373897	0.13915164051592976
708	31	0.4252227698128236	0.09395855316459116
709	65	0.6119628442545108	0.18201044448333972
801	6	0.9706790123456791	0.020822613840298796
802	435	0.9013813502199522	0.0737453742153906
803	3289	0.7521429483456202	0.2499753256028101
804	1176	0.42092413407466517	0.2927813827119751
805	726	0.5982558586967475	0.3041328963127971
806	122	0.7829370952236389	0.10536422442974133
807	63	0.7189275916127769	0.08284157953251955
808	193	0.6433216193309024	0.1267841529203172
809	129	0.723369162120777	0.14865079292550004
900	4	0.9167631172839507	0.01872202300224796
901	1116	0.8851912814007861	0.09591109517206027
902	1289	0.8922084733254024	0.14612084237288953
903	2376	0.6307025091683286	0.2520611761289202
904	604	0.8027432645871667	0.13482564217227466
905	8	0.8893470293209876	0.08737954077740322
906	112	0.8693128582451498	0.07234615347795177
907	116	0.7593257769263516	0.1255049964640521
1001	246	0.9031869422198597	0.14344479508245672
1002	1818	0.5434781783354034	0.2769855902974573
1003	2351	0.622619750649928	0.2592407930666149
1004	534	0.7136341675914075	0.19678274064277165
1005	65	0.9572441832858498	0.06590426842365568
1006	28	0.9712508267195769	0.033563931273767396
