109	7	0.6222328011372031
203	4	0.9502314814814814
207	23	0.3401516702432076
208	240	0.34280667496325345
209	220	0.3613234536799479
301	3	0.9799382716049383
302	2	0.9618055555555556
303	7	0.9700727513227515
305	248	0.42722854839138374
306	447	0.3329382692416196
307	347	0.2737242712210215
308	238	0.34639536932010245
309	337	0.2818642702790964
401	48	0.9445650077160495
402	36	0.8046231995884777
403	819	0.7519501560513967
404	1078	0.5814390570255205
405	1163	0.5116596158364067
406	656	0.38315178338756456
407	462	0.2589342999536617
408	257	0.22785261669322568
409	60	0.2577465759558984
501	227	0.9289137705987923
502	1841	0.7638852442081028
503	2030	0.7144056678733605
504	1649	0.6728676847926064
505	837	0.5655251836235765
506	700	0.3865933350740521
507	520	0.20899042531404832
508	440	0.20400406050631814
509	284	0.18842231690716893
601	268	0.8964552238805966
602	4834	0.828751018041846
603	1913	0.7230502555781156
604	802	0.5297013667627362
605	55	0.2758015198668313
606	1	0.8645833333333334
607	3	0.18477510624340435
608	12	0.17526629739399868
609	1	0.28240740740740744
702	2425	0.7907389348458029
703	3400	0.6835250671775266
704	2174	0.487752298550772
705	1754	0.3450123071454549
706	805	0.22410841124997372
707	431	0.17616381278918494
708	25	0.16080335507204718
709	1	0.2271914132379249
803	263	0.5901681341665093
804	968	0.5017893774433339
805	948	0.3365474730698235
806	902	0.26324837323258876
807	549	0.2256103929320815
808	40	0.2828445900346356
904	201	0.7960603165952683
905	121	0.674460638909486
906	358	0.24843075516651358
907	298	0.19451143839309737
908	41	0.17703237417283318
1004	89	0.5705328716828547
1005	737	0.5524116159790614
1006	9	0.8914609053497943
1007	2	0.5578703703703705
1008	1	0.7685185185185185
1009	1	0.2421052631578947
