static	8	0.10153356481481482	0.03911651234567901	0.0375829475308642	0.0015335648148148149	0.0624170524691358
static	21	0.09078703703703704	0.024245756172839507	0.02345871913580247	0.000787037037037037	0.06654128086419753
static	25	0.10406057098765432	0.04575810185185185	0.04169753086419753	0.004060570987654321	0.05830246913580247
static	29	0.0913599537037037	0.02638695987654321	0.025027006172839508	0.0013599537037037037	0.0649729938271605
static	35	0.12149691358024692	0.05153935185185185	0.05004243827160494	0.0014969135802469136	0.06995756172839507
static	40	0.17163001543209877	0.10347608024691358	0.09184606481481482	0.011630015432098765	0.06815393518518519
static	45	0.12039737654320988	0.028034336419753086	0.02763695987654321	0.00039737654320987656	0.0923630401234568
static	56	0.10046875	0.025287422839506173	0.024818672839506173	0.00046875	0.07518132716049383
static	75	0.14008680555555555	0.08334683641975309	0.07326003086419754	0.010086805555555555	0.05673996913580247
static	134	0.07045717592592593	0.020518904320987654	0.020061728395061727	0.0004571759259259259	0.04993827160493827
static	168	0.08038194444444445	0.019185956790123457	0.01880401234567901	0.00038194444444444446	0.06119598765432099
static	186	0.08044945987654321	0.02301118827160494	0.02256172839506173	0.0004494598765432099	0.05743827160493827
static	231	0.10296489197530864	0.05682098765432099	0.053856095679012346	0.002964891975308642	0.04614390432098765
static	232	0.07323688271604939	0.0344483024691358	0.03121141975308642	0.0032368827160493825	0.03878858024691358
static	241	0.11441743827160494	0.05964506172839506	0.05522762345679012	0.004417438271604938	0.05477237654320988
static	269	0.0753298611111111	0.04618634259259259	0.04085648148148148	0.005329861111111111	0.02914351851851852
static	347	0.10032986111111111	0.031657021604938274	0.03132716049382716	0.0003298611111111111	0.06867283950617284
adaptive	8	0.05157793209876543	0.03911651234567901	0.03314043209876543	0.005976080246913581	0.01246141975308642
adaptive	21	0.04512152777777778	0.024245756172839507	0.02009645061728395	0.004149305555555555	0.02087577160493827
adaptive	25	0.07352816358024691	0.04575810185185185	0.037391975308641974	0.008366126543209876	0.02777006172839506
adaptive	29	0.04361496913580247	0.02638695987654321	0.01992476851851852	0.006462191358024691	0.01722800925925926
adaptive	35	0.09786265432098766	0.05153935185185185	0.04198688271604938	0.00955246913580247	0.0463233024691358
adaptive	40	0.13362461419753086	0.10347608024691358	0.08107831790123457	0.02239776234567901	0.030148533950617284
adaptive	45	0.06310185185185185	0.028034336419753086	0.02500192901234568	0.0030324074074074073	0.03506751543209877
adaptive	56	0.04807677469135802	0.025287422839506173	0.02269675925925926	0.0025906635802469134	0.022789351851851852
adaptive	75	0.10364004629629629	0.08334683641975309	0.06107253086419753	0.022274305555555554	0.02029320987654321
adaptive	134	0.04752893518518519	0.020518904320987654	0.019054783950617285	0.0014641203703703704	0.02701003086419753
adaptive	168	0.03965470679012346	0.019185956790123457	0.016684027777777777	0.002501929012345679	0.02046875
adaptive	186	0.049137731481481484	0.02301118827160494	0.01993827160493827	0.0030729166666666665	0.026126543209876542
adaptive	231	0.09226466049382716	0.05682098765432099	0.049047067901234566	0.007773919753086419	0.035443672839506175
adaptive	232	0.05999807098765432	0.0344483024691358	0.03197337962962963	0.002474922839506173	0.025549768518518517
adaptive	241	0.09419753086419753	0.05964506172839506	0.04993827160493827	0.00970679012345679	0.03455246913580247
adaptive	269	0.06446952160493827	0.04618634259259259	0.03542052469135802	0.010765817901234568	0.01828317901234568
adaptive	347	0.06559606481481481	0.031657021604938274	0.02740354938271605	0.004253472222222222	0.03393904320987654
