4	1	0.7980364656381487
100	1	0.9305555555555556
101	4	0.8337673611111112
102	1	0.9305555555555556
103	1	0.4055727554179567
104	105	0.6572652363421574
105	16	0.7998230465697174
200	18	0.8548418209876544
201	96	0.7956271701388893
202	95	0.5815606725146196
203	19	0.5305921065069408
204	270	0.6510385612300887
205	57	0.6811497736943886
206	1	0.7569444444444444
208	16	0.8291015624999998
209	37	0.6940221471471473
300	1	0.9375
301	127	0.7139791119860016
302	528	0.5301468761271136
303	76	0.46775575146822546
304	88	0.7535040659239954
305	152	0.7905023159646662
306	4	0.6059027777777777
307	10	0.5031084690745355
308	43	0.509385755001967
309	23	0.459375253770365
400	1	0.765625
401	37	0.755396021021021
402	441	0.6203737216545452
403	191	0.537550990666448
404	126	0.48934018645442756
405	212	0.7323821201181381
406	33	0.35636852740820263
407	89	0.5713081561709883
408	111	0.46813818448306166
409	58	0.3332786885112407
501	20	0.8345486111111111
502	222	0.6317098348348353
503	370	0.5041563683911304
504	240	0.4371692530465761
505	337	0.5906259946695753
506	171	0.3214376315115137
507	112	0.3218562351870437
508	100	0.31158326489807536
509	17	0.3161744745432826
600	4	0.6510416666666667
601	36	0.8839520385327808
602	148	0.6047440614208625
603	251	0.4603845196735859
604	203	0.39447467674311637
605	308	0.5659734706720464
606	141	0.38253780093774825
607	151	0.3368079729023484
608	85	0.27969277150517374
609	34	0.22784972156051672
700	121	0.7809773875114786
701	189	0.7074986099718474
702	285	0.585050075162004
703	230	0.46783704952685595
704	175	0.40455201435103755
705	336	0.5951001530416586
706	200	0.375620345655587
707	112	0.37066038246693095
708	118	0.3195887996658246
709	50	0.18576107971094916
801	20	0.721156942615756
802	200	0.5783827036480615
803	220	0.5106723105202381
804	330	0.40266913903681933
805	386	0.5107294643709059
806	230	0.5309434960847161
807	159	0.5621343562557957
808	126	0.38806411504213956
809	107	0.2928517977661011
901	1	0.8541666666666666
902	86	0.4984004129247573
903	227	0.37618630825947263
904	85	0.5034272990065526
905	252	0.6141092413771241
906	205	0.5511867355024798
907	286	0.6243385010133208
908	213	0.4762647603564039
909	72	0.2987118671466867
1001	1	0.875
1002	33	0.4680053329960296
1003	151	0.34210947159654936
1004	40	0.47729023505696944
1005	108	0.5656830362131364
1006	23	0.45352539147011817
1007	27	0.4887093689355089
1008	164	0.6042802370069127
1009	59	0.35235663872418627
