2242	22088	15089	6999	20076	0.3069178040396233
2248	14416	10394	4022	19754	0.2721512358609133
2257	11986	6353	5633	8755	0.24088117085007962
2264	7363	4549	2814	4801	0.30371211109627455
2288	16303	9560	6743	16922	0.23919135308246597
2293	16208	6637	9571	15917	0.15917594013814274
2294	11293	6988	4305	9842	0.274685534591195
2298	22217	13664	8553	12744	0.3140138805901549
2304	15097	8938	6159	11746	0.2708320707835889
2306	13309	6204	7105	8722	0.2129324546952224
2329	20280	8783	11497	9929	0.2105932000191819
2332	21002	12095	8907	12329	0.28635352052654006
2335	23319	13967	9352	21837	0.25623761649666105
2343	21611	9443	12168	18755	0.17975025697643432
2344	15178	9567	5611	11491	0.2963754646840149
2347	17974	11289	6685	18745	0.260091235830799
2349	18599	9034	9565	7740	0.25161541889483063
2365	16863	10131	6732	5229	0.35147793505412156
2381	14521	9317	5204	13919	0.2769290215194388
2384	12206	8788	3418	4382	0.43926821953413975
2392	10512	7423	3089	7851	0.346028342345702
2400	7023	4455	2568	12443	0.2021875283652537
2407	22487	10230	12257	12425	0.2168797303313617
2409	23729	12814	10915	13336	0.26706961233847437
2413	15919	11174	4745	13283	0.3291601614281085
2424	21574	11502	10072	12900	0.25820500157140935
2426	37661	24428	13233	14946	0.3710206561360875
2429	19308	13691	5617	21996	0.29178832505701074
2430	35866	19750	16116	17720	0.28334911480301855
2435	15438	11330	4108	14716	0.3306870585488296
2437	30046	19779	10267	14041	0.3638922618390551
2448	12869	6589	6280	14129	0.19799867780515656
2450	16310	9204	7106	11514	0.26349842542227314
2455	9030	5656	3374	9304	0.2605491063202506
2457	19758	11119	8639	17225	0.24372013502257683
2462	12579	6152	6427	8888	0.2205492220549222
2472	13716	10481	3235	10169	0.38646755162241886
2474	41666	20414	21252	26518	0.2282526052149023
2477	22340	9230	13110	20600	0.1646743978590544
2478	17850	9503	8347	18626	0.21201169042678983
2486	18898	14862	4036	16932	0.37279887623538854
2489	17435	11933	5502	10609	0.35572050318965004
2503	15468	11876	3592	8474	0.4313212755139101
2505	11025	6287	4738	15377	0.2018946692357097
2509	14757	10588	4169	6411	0.41788688479299047
2511	13091	7217	5874	9693	0.25183194919394236
2514	13460	9814	3646	5180	0.44036614915193395
2518	30997	14057	16940	4587	0.26763003579316125
2520	18284	12962	5322	5762	0.4413647507491147
2526	55115	33987	21128	23745	0.33991078929471535
2532	16330	6835	9495	11933	0.18102124053180782
2535	12209	8237	3972	10565	0.30797128542585805
2536	9489	6920	2569	9876	0.31549193033646394
