2242	22088	19668	2420	7692	0.6108074534161491
2248	14416	13067	1349	16345	0.4069448769853628
2257	11986	9328	2658	5432	0.46463438932058176
2264	7363	6726	637	7998	0.42042755344418054
2288	16303	14149	2154	15227	0.4200510628191426
2293	16208	14473	1735	10835	0.5029188963791785
2294	11293	10165	1128	10895	0.4359667181334706
2298	22217	16676	5541	8560	0.45916625364832864
2304	15097	13215	1882	5721	0.58215859030837
2306	13309	11255	2054	11857	0.41348273328434976
2329	20280	16985	3295	8287	0.5330801581821606
2332	21002	16593	4409	6591	0.5184988438222611
2335	23319	21136	2183	21020	0.45432268604101284
2343	21611	16854	4757	12558	0.43297538920002054
2344	15178	12731	2447	4081	0.5865198562609417
2347	17974	17469	505	14067	0.5367479874638973
2349	18599	13149	5450	7875	0.41188447562962033
2365	16863	13066	3797	7994	0.4559921825923082
2381	14521	13406	1115	13882	0.4541635612168846
2384	12206	9749	2457	7099	0.44798272217627055
2392	10512	9215	1297	7561	0.4757356737222509
2400	7023	5771	1252	8917	0.33567938576081896
2407	22487	17747	4740	7489	0.5112052079732688
2409	23729	17246	6483	3886	0.5057774649539563
2413	15919	13928	1991	7060	0.55778934721666
2424	21574	18243	3331	11241	0.5047031483428318
2426	37661	29895	7766	12117	0.5195155011817044
2429	19308	18206	1102	17506	0.4801666842493934
2430	35866	26457	9409	9291	0.484862368507862
2435	15438	13800	1638	13488	0.45151158225363175
2437	30046	25661	4385	7999	0.6047843506952628
2448	12869	10815	2054	8049	0.47079052759881596
2450	16310	14188	2122	6836	0.5615007123634637
2455	9030	8234	796	8614	0.446529284164859
2457	19758	17529	2229	14115	0.48554096725943163
2462	12579	10364	2215	4396	0.5400729546638875
2472	13716	11184	2532	9840	0.42870285188592455
2474	41666	33465	8201	12867	0.5334427901935155
2477	22340	16065	6275	17631	0.34738139514768845
2478	17850	14622	3228	10722	0.459811320754717
2486	18898	15958	2940	7154	0.5504277041942605
2489	17435	12906	4529	1746	0.544327288064108
2503	15468	9589	5879	3047	0.39308846437648604
2505	11025	10096	929	10928	0.4412201730617953
2509	14757	12717	2040	8307	0.5065726577437859
2511	13091	11748	1343	7152	0.5442416380987677
2514	13460	9576	3884	7200	0.39015645371577573
2518	30997	21012	9985	2100	0.4877210900143912
2520	18284	14783	3501	4189	0.5691460691460691
2526	55115	42617	12498	12139	0.5343690440365132
2532	16330	13284	3046	7812	0.48859791084301896
2535	12209	11289	920	9735	0.4937456263121064
2536	9489	8178	1311	8670	0.4200308166409861
