12	5218	6212	158	0.5360717984121505
17	2170	3064	902	0.49934810951760106
18	2472	1067	984	0.23590537254034932
19	3480	3787	360	0.4965255015078012
20	2127	1055	1329	0.23387275548658834
21	2299	1224	1157	0.26153846153846155
24	2662	1485	794	0.3005464480874317
26	2160	984	912	0.24260355029585798
27	2865	1512	1359	0.26359832635983266
28	4808	5386	568	0.5004645976584278
29	2255	1397	817	0.31259789662116805
31	4880	1979	2416	0.21336927223719676
32	2493	1997	963	0.3662204291215844
33	2126	1097	1714	0.22219971642697994
36	2617	1139	839	0.24787812840043524
37	1707	272	1365	0.08133971291866028
40	2350	1080	1106	0.23809523809523808
41	2272	687	1568	0.1517561298873426
42	6528	5061	1536	0.3856
43	3930	3675	678	0.44367982614994567
44	3637	2331	203	0.3777345649003403
45	3023	1722	817	0.30960086299892126
46	2710	1201	746	0.2578913463603178
47	2366	1058	2242	0.18672785033533357
48	2890	946	1718	0.17032769175369103
49	2308	1295	1148	0.2725741949063355
50	3977	2520	1015	0.3354632587859425
51	3181	4794	275	0.5810909090909091
52	1861	374	1211	0.1085316308763784
53	2517	3006	555	0.4945705824284304
54	2161	976	911	0.24110671936758893
62	1528	877	1160	0.24600280504908836
64	3649	1019	1343	0.16952254200632175
66	2574	1205	1266	0.23885034687809711
67	2546	967	1678	0.18628395299556924
70	2517	918	939	0.20987654320987653
71	3206	1707	1018	0.2878098128477491
72	2695	1649	1145	0.3004190198578976
73	6543	4890	2289	0.3563620463489287
74	2722	1742	734	0.3351288957291266
75	3723	1383	885	0.23084626940410616
77	2217	1231	1239	0.26264134841049713
78	2250	1826	438	0.4045192733717324
79	2274	1471	798	0.32379484921857804
80	3030	1968	810	0.33884297520661155
81	4320	6393	288	0.5811289882737933
82	2697	757	1527	0.15197751455531017
84	3598	2551	1394	0.33819435237968976
85	3404	1404	1204	0.23353293413173654
87	2670	3758	18	0.5829972075705864
88	1818	1298	1254	0.297025171624714
89	3429	1683	795	0.2849162011173184
90	3580	1582	644	0.272476748191526
91	3229	1203	1379	0.20702116675271037
92	3887	2985	337	0.4140657511444028
93	2775	1840	1065	0.323943661971831
94	3684	1589	1692	0.22814070351758794
95	3528	1503	1080	0.24594992636229748
96	3197	1036	1795	0.17186463171864633
98	2766	900	1074	0.189873417721519
99	2328	725	1896	0.14649424126086077
100	3122	2489	1870	0.3327095308113889
101	2517	1339	555	0.3035592836091589
102	2874	1830	966	0.32275132275132273
104	3759	2358	465	0.35824977210574294
105	1882	1048	806	0.28051391862955033
108	2544	475	912	0.12083439328415162
109	2425	659	1415	0.14647699488775284
110	2630	977	826	0.22039251071509136
111	1915	864	1157	0.21951219512195122
112	4029	2870	963	0.36504706181633173
113	2740	1095	1868	0.19200420831141504
114	3395	1314	1597	0.20837297811607994
116	3053	2046	787	0.3476044852191641
118	2480	665	1360	0.14761376248612654
119	2919	1610	1305	0.27596846074734316
121	2477	1202	595	0.2812353766963032
