2242	22088	20237	1851	22369	0.43700872419452363
2248	14416	14080	336	33170	0.29381077584407994
2257	11986	11539	447	16757	0.39530661185337446
2264	7363	7008	355	21342	0.24115622849277357
2288	16303	14811	1492	32439	0.2948401481068599
2293	16208	15017	1191	27589	0.33380012447763846
2294	11293	9600	1693	18804	0.3019817552689525
2298	22217	20611	1606	26693	0.40800934357431307
2304	15097	13616	1481	14734	0.4348492590700051
2306	13309	11939	1370	35419	0.2383129067028624
2329	20280	17592	2688	20262	0.40693962526023597
2332	21002	20104	898	17804	0.5063469675599436
2335	23319	21533	1786	35059	0.35790505950402235
2343	21611	19722	1889	27582	0.3860851180454955
2344	15178	14174	1004	18928	0.40370264881800055
2347	17974	17509	465	20291	0.4520784921249677
2349	18599	16340	2259	26212	0.34714255364350965
2365	16863	15563	1300	27043	0.34426845993894617
2381	14521	13048	1473	24698	0.3206527081490219
2384	12206	11570	636	16726	0.3913014069264069
2392	10512	9855	657	18495	0.33222087378640774
2400	7023	6583	440	26627	0.19310648283954238
2407	22487	19457	3030	18397	0.44307054697818465
2409	23729	20156	3573	17698	0.4479111111111111
2413	15919	15104	815	22804	0.38201224138803175
2424	21574	19439	2135	23059	0.41564745124871705
2426	37661	35466	2195	30846	0.501626545217957
2429	19308	18709	599	33347	0.35131633304540505
2430	35866	30989	4877	25711	0.46632256899509433
2435	15438	14211	1227	18891	0.3996793790077624
2437	30046	28218	1828	28590	0.466690923524742
2448	12869	12837	32	15513	0.4517843316674879
2450	16310	16008	302	21846	0.4162462946591086
2455	9030	8430	600	19920	0.28527918781725886
2457	19758	18866	892	33352	0.3493574312062516
2462	12579	12126	453	16278	0.4137154554759468
2472	13716	10953	2763	17505	0.3222987288135593
2474	41666	35767	5899	30437	0.45853952462757364
2477	22340	20316	2024	41244	0.3096573588586758
2478	17850	15621	2229	31683	0.30178509331169584
2486	18898	18276	622	24330	0.4167844925883694
2489	17435	16140	1295	12264	0.5207459508291927
2503	15468	15306	162	13044	0.533793680686336
2505	11025	10792	233	22364	0.320980310510975
2509	14757	14551	206	13853	0.5049625208217657
2511	13091	12780	311	20376	0.3783527739949079
2514	13460	11103	2357	21999	0.2936058811085255
2518	30997	22544	8453	5806	0.49814389252253843
2520	18284	17487	797	10971	0.5818913882603487
2526	55115	47203	7912	37955	0.467439741736151
2532	16330	14312	2018	18844	0.38481393848139384
2535	12209	12209	0	16141	0.43065255731922397
2536	9489	8360	1129	20044	0.272650185897854
2549	22320	19283	3037	18625	0.43842935746441725
2550	11148	11148	0	26760	0.2940804051915163
2556	26499	24463	2036	18143	0.5240798663181798
2563	15330	14057	1273	14347	0.45418416801292405
2566	11644	11214	430	26586	0.2900672529746508
2572	12187	10771	1416	22385	0.29929420918083804
2581	19382	16707	2675	11643	0.4957566765578635
2585	37357	25135	12222	7967	0.436781009974629
2596	17118	15304	1814	17798	0.416662129049823
2600	20158	17522	2636	15526	0.45725469728601253
2608	27689	24947	2742	8155	0.6465298294718291
2610	14242	13941	301	19161	0.4136304296225967
2627	29487	24268	5219	18338	0.45750697534122614
2631	16844	15780	1064	17376	0.44722820541888675
2643	38580	32750	5830	9856	0.6035086426123171
2670	15146	14615	531	13735	0.496906024751802
2678	18230	16929	1301	35127	0.30972593215997657
2693	24753	21989	2764	34819	0.35274961498973306
2711	29354	26893	2461	29969	0.4352745047261427
2718	24577	21739	2838	16169	0.49878395741556536
2720	29334	25262	4072	26794	0.4196345514950166
2723	15918	15862	56	26798	0.37085008884316845
2725	12623	12307	316	20741	0.36540973871733967
2726	22664	21946	718	20660	0.4982970800599428
2733	9025	9024	1	28830	0.23837700760777683
