12	6952	4478	824	0.3654316957728089
17	3519	1715	2529	0.22091974752028856
18	2739	800	2445	0.13368983957219252
19	5520	1747	2256	0.18345059330043054
20	2516	666	3532	0.09919571045576407
21	2233	1290	2951	0.19925857275254866
24	3649	498	1535	0.08764519535374868
26	2603	541	3445	0.0821065412050387
27	4203	174	4437	0.019741320626276378
28	6272	3922	2368	0.3122114313007483
29	3062	590	2986	0.08888219343175656
31	5774	1085	5458	0.08808963221563693
32	4116	374	3660	0.04588957055214724
33	2433	790	3615	0.11553085697572389
36	2946	810	3102	0.11811023622047244
37	1907	72	3277	0.0136986301369863
40	3273	157	1911	0.029395244336266616
41	2233	726	2951	0.12284263959390863
42	9847	1742	5705	0.10072857638487337
43	5912	1693	2728	0.1638439949675796
44	4243	1725	1805	0.22192203782323427
45	3217	1528	1967	0.22765196662693682
46	3064	847	2984	0.12284263959390863
47	3372	52	5268	0.005982512655315232
48	3342	494	3570	0.06670267350796652
49	3395	208	1789	0.03857566765578635
50	5735	762	3769	0.07422559906487435
51	4582	3393	1466	0.3593898951382269
52	1767	468	3417	0.08280254777070063
53	3525	1998	1659	0.2781954887218045
54	2251	886	2933	0.14596375617792423
62	2405	0	2779	0
64	3518	1150	3394	0.1426445050855867
66	2958	821	3090	0.11952249235696608
67	3066	447	2982	0.06882217090069284
70	3100	335	2084	0.060699402065591594
71	4260	653	3516	0.07747063708624985
72	3397	947	3515	0.1204987911948085
73	9118	2315	4706	0.1434413532436954
74	3570	894	3342	0.11452728670253651
75	3981	1125	2931	0.13997760358342665
77	3090	358	3822	0.04924346629986245
78	3143	933	2041	0.1525257479156449
79	2663	1082	2521	0.17267794446217682
80	3627	1371	2421	0.18479579458148
81	6639	4074	1137	0.34379746835443037
82	3217	237	3695	0.0331514897188418
84	4393	1756	5111	0.15595026642984014
85	4284	524	4356	0.05718027062418158
87	3859	2569	461	0.3729133401074176
88	2725	391	3323	0.060723714862556295
89	4007	1105	2905	0.13783210677310714
90	4641	521	3999	0.05687152057635629
91	3627	805	3285	0.10431514837372036
92	4597	2275	1451	0.27333894028595457
93	3946	669	2966	0.08824693312227938
94	4372	901	4268	0.09443454564511057
95	4113	918	2799	0.11724137931034483
96	3529	704	3383	0.09243697478991597
98	3137	529	4639	0.06369656833232992
99	2539	514	4373	0.0692162671694048
100	4830	781	4674	0.07593582887700535
101	3274	582	2774	0.08778280542986425
102	4000	704	2912	0.09243697478991597
104	4632	1485	1416	0.1971326164874552
105	1974	956	3210	0.15570032573289902
108	2533	486	2651	0.08571428571428572
109	3002	82	2182	0.015571591340676035
110	2797	810	3251	0.11811023622047244
111	2421	358	3627	0.05588510771152045
112	6183	716	2457	0.07652843095339888
113	3290	545	3622	0.07308569129676813
114	4146	563	3630	0.06751409041851542
116	4144	955	1904	0.1363701270883907
118	2612	533	3436	0.08099073089196171
119	3699	830	2349	0.12067461471357953
121	2722	957	2462	0.15583781143136297
122	3597	807	2451	0.11772428884026258
123	3244	860	2804	0.12449334105385061
125	11232	4478	6912	0.19794889930156484
126	3655	1060	3257	0.13296537882589063
