16513214504803	1585571878045	30000	20	1002	900	149	25	17	960	540
16513214504803	1585571878045	63000	20	804	688	219	68	70	960	540
16513214504803	1585571878045	110000	100	1002	880	111	20	19	960	540
16513214504803	1585571878045	129000	20	1002	898	135	30	29	960	540
16513214504803	1585571878045	128000	100	605	547	295	113	64	960	540
16513214504803	1585571878045	146000	100	901	832	98	9	25	960	540
16513214504803	1585571878045	170000	20	208	170	475	192	158	960	540
16513214504803	1585571878045	174000	100	403	319	207	26	32	960	540
16513214504803	1585571878045	153000	100	803	675	186	28	17	960	540
16513214504803	1585571878045	177000	100	504	474	218	19	32	960	540
16513214504803	1585571878045	180000	20	1003	872	164	22	15	960	540
16513214504803	1585571878045	181000	100	304	267	264	15	65	960	540
16513214504803	1585571878045	189000	100	903	776	202	16	37	960	540
16513214504803	1585571878045	167000	100	304	227	268	28	53	960	540
16513214504803	1585571878045	185000	3	108	47	483	86	97	960	540
16513214504803	1585571878045	184000	100	105	68	308	19	44	960	540
16513214504803	1585571878045	187000	20	1004	898	216	46	27	960	540
16513214504803	1585571878045	190000	20	705	669	307	62	69	960	540
16513214504803	1585571878045	188000	20	904	854	222	16	11	960	540
16513214504803	1585571878045	162000	100	603	524	195	30	76	960	540
16513214504803	1585571878045	173000	100	803	766	166	12	15	960	540
16513214504803	1585571878045	191000	100	804	738	269	13	37	960	540
16513214504803	1585571878181	30000	20	1002	900	149	25	17	960	540
16513214504803	1585571878181	63000	20	804	687	219	69	70	960	540
16513214504803	1585571878181	110000	100	1002	880	111	20	19	960	540
16513214504803	1585571878181	129000	20	1002	897	135	31	29	960	540
16513214504803	1585571878181	128000	100	605	551	292	112	63	960	540
16513214504803	1585571878181	146000	100	901	834	100	12	21	960	540
16513214504803	1585571878181	170000	20	208	167	471	197	169	960	540
16513214504803	1585571878181	174000	100	403	319	207	26	32	960	540
16513214504803	1585571878181	153000	100	803	680	189	26	15	960	540
16513214504803	1585571878181	177000	100	504	473	218	19	33	960	540
16513214504803	1585571878181	180000	20	1003	874	164	21	15	960	540
16513214504803	1585571878181	181000	100	304	270	262	14	65	960	540
16513214504803	1585571878181	189000	100	903	778	200	14	40	960	540
16513214504803	1585571878181	167000	100	304	233	267	28	53	960	540
16513214504803	1585571878181	185000	3	108	55	480	86	96	960	540
16513214504803	1585571878181	184000	100	105	77	308	17	44	960	540
16513214504803	1585571878181	187000	20	1003	887	213	28	19	960	540
16513214504803	1585571878181	190000	20	705	657	310	74	72	960	540
16513214504803	1585571878181	192000	20	1003	928	203	6	4	960	540
16513214504803	1585571878181	193000	100	604	554	217	12	43	960	540
16513214504803	1585571878181	188000	20	904	850	222	17	11	960	540
16513214504803	1585571878181	162000	100	603	524	195	30	76	960	540
16513214504803	1585571878181	173000	100	803	766	166	12	15	960	540
16513214504803	1585571878181	191000	100	804	738	269	13	37	960	540
16513214504803	1585571878330	30000	20	1002	901	144	25	17	960	540
16513214504803	1585571878330	63000	20	804	687	219	69	70	960	540
16513214504803	1585571878330	110000	100	1002	879	111	21	19	960	540
16513214504803	1585571878330	129000	20	1002	897	136	31	30	960	540
16513214504803	1585571878330	128000	100	605	556	290	111	63	960	540
