123	1566140400000	76	0201	20	203	36	15	15	640	640
123	1566140403000	76	0201	20	186	80	15	15	640	640
123	1566140406000	76	0201	20	183	86	15	15	640	640
123	1566140409000	76	0201	20	182	89	15	15	640	640
123	1566140412000	76	0201	20	182	89	15	15	640	640
123	1566140415000	76	0201	20	182	89	15	15	640	640
123	1566140418000	76	0201	20	182	89	15	15	640	640
123	1566140421000	76	0201	20	180	95	15	15	640	640
123	1566140424000	76	0201	20	176	102	15	15	640	640
123	1566140427000	76	0201	20	169	100	15	15	640	640
123	1566140430000	76	0101	20	159	97	15	15	640	640
123	1566140433000	76	0101	20	147	95	15	15	640	640
123	1566140436000	76	0101	20	128	90	15	15	640	640
123	1566140439000	76	0101	20	110	86	15	15	640	640
123	1566140442000	76	0101	20	94	83	15	15	640	640
123	1566140445000	76	0101	20	77	79	15	15	640	640
123	1566140448000	76	0101	20	59	75	15	15	640	640
123	1566140451000	76	0101	20	48	72	15	15	640	640
123	1566140454000	76	0101	20	41	71	15	15	640	640
123	1566140457000	76	0101	20	41	71	15	15	640	640
123	1566140583000	1	0204	20	309	635	15	15	640	640
123	1566140586000	1	0304	20	323	599	15	15	640	640
123	1566140589000	1	0304	20	338	563	15	15	640	640
123	1566140592000	1	0304	20	355	528	15	15	640	640
123	1566140595000	1	0304	20	373	493	15	15	640	640
123	1566140598000	1	0303	20	392	458	15	15	640	640
123	1566140601000	1	0303	20	412	421	15	15	640	640
123	1566140604000	1	0303	20	430	384	15	15	640	640
123	1566140607000	1	0303	20	447	346	15	15	640	640
123	1566140610000	1	0302	20	463	306	15	15	640	640
123	1566140613000	1	0302	20	479	264	15	15	640	640
123	1566140616000	1	0402	20	495	222	15	15	640	640
123	1566140619000	1	0402	20	509	180	15	15	640	640
123	1566140622000	1	0401	20	524	139	15	15	640	640
123	1566140625000	1	0401	20	538	100	15	15	640	640
123	1566140628000	1	0401	20	552	61	15	15	640	640
123	1566140631000	1	0401	20	567	24	15	15	640	640
123	1566140640000	2	0401	20	534	34	15	15	640	640
123	1566140643000	2	0401	20	518	78	15	15	640	640
123	1566140646000	2	0401	20	501	122	15	15	640	640
123	1566140649000	2	0402	20	484	165	15	15	640	640
123	1566140652000	2	0302	20	468	207	15	15	640	640
123	1566140655000	2	0302	20	452	249	15	15	640	640
123	1566140658000	2	0302	20	436	292	15	15	640	640
123	1566140661000	2	0303	20	418	334	15	15	640	640
123	1566140664000	2	0303	20	397	375	15	15	640	640
123	1566140667000	2	0303	20	377	416	15	15	640	640
123	1566140670000	2	0303	20	356	456	15	15	640	640
123	1566140673000	2	0304	20	337	495	15	15	640	640
123	1566140676000	2	0204	20	317	535	15	15	640	640
123	1566140679000	2	0204	20	299	577	15	15	640	640
123	1566140682000	2	0204	20	282	621	15	15	640	640
123	1566140709000	105	0401	20	531	41	15	15	640	640
123	1566140712000	105	0401	20	514	86	15	15	640	640
123	1566140715000	105	0401	20	497	133	15	15	640	640
123	1566140718000	105	0302	20	471	199	15	15	640	640
123	1566140721000	105	0302	20	454	247	15	15	640	640
123	1566140724000	105	0302	20	436	293	15	15	640	640
123	1566140727000	105	0303	20	416	337	15	15	640	640
123	1566140730000	105	0303	20	395	379	15	15	640	640
123	1566140733000	105	0303	20	374	421	15	15	640	640
123	1566140736000	105	0303	20	353	463	15	15	640	640
123	1566140739000	105	0304	20	332	506	15	15	640	640
123	1566140742000	105	0204	20	307	558	15	15	640	640
123	1566140745000	105	0204	20	290	599	15	15	640	640
123	1566140922000	3	0204	20	312	626	15	15	640	640
123	1566140925000	3	0304	20	330	583	15	15	640	640
123	1566140925000	57	0204	20	309	634	15	15	640	640
123	1566140928000	3	0304	20	348	543	15	15	640	640
123	1566140928000	57	0304	20	327	589	15	15	640	640
123	1566140931000	3	0304	20	368	502	15	15	640	640
123	1566140931000	57	0304	20	346	546	15	15	640	640
123	1566140934000	3	0303	20	391	460	15	15	640	640
123	1566140934000	57	0304	20	368	503	15	15	640	640
123	1566140937000	3	0303	20	415	416	15	15	640	640
123	1566140937000	57	0303	20	390	462	15	15	640	640
123	1566140940000	3	0303	20	436	372	15	15	640	640
123	1566140940000	57	0303	20	412	421	15	15	640	640
123	1566140943000	3	0303	20	454	329	15	15	640	640
123	1566140943000	57	0303	20	432	379	15	15	640	640
123	1566140946000	3	0302	20	471	287	15	15	640	640
123	1566140946000	57	0303	20	457	321	15	15	640	640
123	1566140949000	3	0402	20	486	245	15	15	640	640
