419	0.0010316252325384746	0
1162	0.002300016911889058	0
885	0.003010316252325385	0
894	0.0030441400304414	0
1528	0.0034162015897175714	0
609	0.004236428209030948	0
138	0.005411804498562489	0
22	0.005513275832910536	0
1484	0.005623203111787586	0
179	0.011812954507018435	0
1337	0.01867072552004059	0
665	0.022797226450194486	0
551	0.026619313377304245	0
126	0.028039912058176897	0
72	0.02940977507187553	0
110	0.029528158295281583	0
1093	0.030466768138001015	0
1205	0.03182817520717064	0
711	0.03192964654151869	0
366	0.03357009978014544	0
841	0.03576018941315745	0
1574	0.03681718247928294	0
47	0.037857263656350414	0
305	0.0426179604261796	0
781	0.04344664299002199	0
98	0.04439370877727042	0
122	0.04507018433959073	0
37	0.05246067985794013	1
46	0.057517334686284456	1
417	0.059039404701505156	1
529	0.06123795027904617	1
726	0.06339421613394217	1
130	0.06451040081177067	1
65	0.06896668357855572	1
830	0.06900050735667174	1
825	0.06983764586504312	1
456	0.07028581092508034	1
838	0.07491966852697446	1
1482	0.08780652798917639	1
605	0.08807711821410452	1
195	0.09583967529173008	1
741	0.0962962962962963	1
962	0.10603754439370877	1
26	0.12027735498055132	1
