817	0.001082360899712498	0
849	0.0017757483510908167	0
94	0.0023253847454760695	0
772	0.0023338406900050737	0
138	0.005411804498562489	0
793	0.00982580754270252	0
719	0.011297141890749197	0
786	0.012092000676475562	0
819	0.020294266869609334	0
1547	0.02550312869947573	0
1313	0.029748012853035685	0
785	0.029900219854557753	0
725	0.036233722306781666	0
741	0.03791645526805344	0
122	0.045366142398105866	0
956	0.04569592423473702	0
120	0.04593269068154913	0
608	0.04797902925756807	0
962	0.05550481988838153	1
784	0.06883138846609166	1
854	0.08041603247082699	1
1167	0.09832572298325723	1
1550	0.110891256553357	1
1233	0.12384576357179097	1
59	0.1256722475900558	1
1132	0.1352105530187722	1
619	0.14752240825300186	1
658	0.19983088110941993	2
1609	0.26120412650093017	3
624	0.27133434804667683	3
48	0.3313292744799594	3
1608	0.38480466768138	4
824	0.4018264840182648	4
1453	0.6785895484525621	7
1585	0.689074919668527	7
448	0.6953830542871638	7
97	0.7083882969727718	7
773	0.7345679012345679	7
1559	0.7427701674277016	7
123	0.7449179773380686	7
735	0.7683071199052934	8
1562	0.7684762387958735	8
1407	0.7881616776593946	8
109	0.7927447995941147	8
90	0.8006933874513783	8
746	0.8054625401657365	8
124	0.8297057331303906	8
4	0.8301708100794859	8
787	0.8373245391510231	8
1380	0.8407407407407408	8
1178	0.8504650769490952	9
990	0.8539066463723998	9
480	0.8549129037713512	9
799	0.8558599695585997	9
141	0.8587434466429901	9
1434	0.8657026889903602	9
416	0.8672078471165229	9
6	0.8696431591408761	9
57	0.8724167089463893	9
403	0.8809233891425672	9
1182	0.8813292744799595	9
1537	0.8874175545408423	9
1613	0.8893285980043971	9
754	0.8906815491290377	9
721	0.8948249619482496	9
1369	0.9079147640791476	9
28	0.9079654997463217	9
438	0.9099780145442246	9
423	0.9116353796719093	9
765	0.9164552680534416	9
1069	0.9216979536614239	9
1195	0.9240994419076611	9
7	0.9249450363605615	9
1199	0.9256215119228818	9
917	0.9276847623879587	9
360	0.928462709284627	9
72	0.9355826145780484	9
986	0.9359377642482666	9
199	0.9363013698630137	9
1359	0.9489430069338746	9
911	0.9503297818366312	10
1187	0.9555555555555556	10
337	0.9559107052257737	10
887	0.9582783696938948	10
905	0.9615085405039743	10
325	0.9808980213089802	10
308	0.9821495010992728	10
1024	0.9854895991882293	10
981	0.9866734314222899	10
148	0.99	10
173	0.99	10
247	0.99	10
255	0.99	10
284	0.99	10
315	0.99	10
320	0.99	10
328	0.99	10
363	0.99	10
396	0.99	10
409	0.99	10
430	0.99	10
444	0.99	10
461	0.99	10
462	0.99	10
497	0.99	10
544	0.99	10
549	0.99	10
557	0.99	10
571	0.99	10
590	0.99	10
615	0.99	10
622	0.99	10
691	0.99	10
700	0.99	10
710	0.99	10
728	0.99	10
734	0.99	10
763	0.99	10
892	0.99	10
974	0.99	10
1033	0.99	10
1049	0.99	10
1074	0.99	10
1082	0.99	10
1158	0.99	10
1164	0.99	10
1210	0.99	10
1278	0.99	10
1284	0.99	10
1295	0.99	10
1353	0.99	10
1363	0.99	10
1386	0.99	10
1403	0.99	10
1436	0.99	10
1439	0.99	10
1510	0.99	10
1523	0.99	10
1598	0.99	10
606	0.9949179773380686	10
